종목코드,기준일,지표,값
004140,2023-07-21,PER,44.0087
004140,2023-07-21,PSR,0.1307
004150,2023-07-21,PBR,0.2117
004150,2023-07-21,PCR,6.4982
004150,2023-07-21,PER,3.1506
004150,2023-07-21,PSR,0.2705
004170,2023-07-21,PBR,0.3088
004170,2023-07-21,PCR,2.3258
004170,2023-07-21,PER,3.5797
004170,2023-07-21,PSR,0.2471
004250,2023-07-21,PBR,0.7447
004250,2023-07-21,PCR,5.0691
004250,2023-07-21,PER,6.6268
004250,2023-07-21,PSR,0.4628
004270,2023-07-21,PBR,0.6718
004270,2023-07-21,PCR,-7.276
004270,2023-07-21,PER,-785.804
004270,2023-07-21,PSR,0.9701
004310,2023-07-21,PBR,
004310,2023-07-21,PCR,
004310,2023-07-21,PER,
004310,2023-07-21,PSR,
004360,2023-07-21,PBR,0.2277
004360,2023-07-21,PCR,2.503
004360,2023-07-21,PER,2.3377
004360,2023-07-21,PSR,0.1851
004370,2023-07-21,PBR,1.0585
004370,2023-07-21,PCR,13.4122
004370,2023-07-21,PER,17.9775
004370,2023-07-21,PSR,0.7582
004380,2023-07-21,PBR,
004380,2023-07-21,PCR,
004380,2023-07-21,PER,
004380,2023-07-21,PSR,
004410,2023-07-21,PBR,2.786
004410,2023-07-21,PCR,-256.083
004410,2023-07-21,PER,384.1245
004410,2023-07-21,PSR,1.1837
004430,2023-07-21,PBR,0.7118
004430,2023-07-21,PCR,2.6257
004430,2023-07-21,PER,4.8121
004430,2023-07-21,PSR,0.3794
004440,2023-07-21,PBR,0.2192
004440,2023-07-21,PCR,13.6
004440,2023-07-21,PER,-15.7474
004440,2023-07-21,PSR,0.2489
004450,2023-07-21,PBR,0.6136
004450,2023-07-21,PCR,6.9136
004450,2023-07-21,PER,-4.8133
004450,2023-07-21,PSR,0.4765
004490,2023-07-21,PBR,0.5618
004490,2023-07-21,PCR,5.0587
004490,2023-07-21,PER,16.8337
004490,2023-07-21,PSR,0.4674
004540,2023-07-21,PBR,0.3762
004540,2023-07-21,PCR,6.709
004540,2023-07-21,PER,-4.8026
004540,2023-07-21,PSR,0.1525
004560,2023-07-21,PBR,0.4052
004560,2023-07-21,PCR,16.4698
004560,2023-07-21,PER,-18.8018
004560,2023-07-21,PSR,0.1745
004590,2023-07-21,PBR,0.4361
004590,2023-07-21,PCR,9.4225
004590,2023-07-21,PER,5.6218
004590,2023-07-21,PSR,0.663
004650,2023-07-21,PBR,0.6935
004650,2023-07-21,PCR,7.5602
004650,2023-07-21,PER,-52.0817
004650,2023-07-21,PSR,0.8554
004690,2023-07-21,PBR,0.2644
004690,2023-07-21,PCR,1.349
004690,2023-07-21,PER,4.4605
004690,2023-07-21,PSR,0.0672
004700,2023-07-21,PBR,0.8548
004700,2023-07-21,PCR,14.1042
004700,2023-07-21,PER,39.7327
004700,2023-07-21,PSR,2.4152
004710,2023-07-21,PBR,0.5289
004710,2023-07-21,PCR,1.6373
004710,2023-07-21,PER,5.5441
004710,2023-07-21,PSR,0.1447
004720,2023-07-21,PBR,0.455
004720,2023-07-21,PCR,-161.9013
004720,2023-07-21,PER,7.1427
004720,2023-07-21,PSR,0.6586
004770,2023-07-21,PBR,1.0954
004770,2023-07-21,PCR,13.2411
004770,2023-07-21,PER,14.7123
004770,2023-07-21,PSR,4.7573
004780,2023-07-21,PBR,0.533
004780,2023-07-21,PCR,5.0574
004780,2023-07-21,PER,7.0185
004780,2023-07-21,PSR,0.2441
004800,2023-07-21,PBR,0.4313
004800,2023-07-21,PCR,38.1073
004800,2023-07-21,PER,-39.4255
004800,2023-07-21,PSR,0.3474
004830,2023-07-21,PBR,0.7278
004830,2023-07-21,PCR,6.0006
004830,2023-07-21,PER,28.3665
004830,2023-07-21,PSR,0.5053
004840,2023-07-21,PBR,0.2249
004840,2023-07-21,PCR,9.1678
004840,2023-07-21,PER,7.0073
004840,2023-07-21,PSR,0.1584
004870,2023-07-21,PBR,0.4136
004870,2023-07-21,PCR,-39.0516
004870,2023-07-21,PER,0.7527
004870,2023-07-21,PSR,5.2274
004890,2023-07-21,PBR,0.3281
004890,2023-07-21,PCR,7.0631
004890,2023-07-21,PER,7.6125
004890,2023-07-21,PSR,0.2856
004910,2023-07-21,PBR,0.4798
004910,2023-07-21,PCR,205.76
004910,2023-07-21,PER,-8.3135
004910,2023-07-21,PSR,0.3183
004920,2023-07-21,PBR,2.2633
004920,2023-07-21,PCR,-17.3246
004920,2023-07-21,PER,-16.1379
004920,2023-07-21,PSR,1.97
004960,2023-07-21,PBR,0.131
004960,2023-07-21,PCR,-21.0113
004960,2023-07-21,PER,2.7515
004960,2023-07-21,PSR,0.0737
004970,2023-07-21,PBR,0.2681
004970,2023-07-21,PCR,14.2056
004970,2023-07-21,PER,12.16
004970,2023-07-21,PSR,0.3708
004980,2023-07-21,PBR,0.5431
004980,2023-07-21,PCR,5.9616
004980,2023-07-21,PER,-8.5232
004980,2023-07-21,PSR,0.2042
004990,2023-07-21,PBR,0.27
004990,2023-07-21,PCR,3.4202
004990,2023-07-21,PER,9.1723
004990,2023-07-21,PSR,0.1816
005010,2023-07-21,PBR,0.4141
005010,2023-07-21,PCR,1.3967
005010,2023-07-21,PER,1.3265
005010,2023-07-21,PSR,0.3175
005030,2023-07-21,PBR,1.8723
005030,2023-07-21,PCR,5.6307
005030,2023-07-21,PER,-3.4494
005030,2023-07-21,PSR,0.1655
005070,2023-07-21,PBR,25.5784
005070,2023-07-21,PCR,166.9661
005070,2023-07-21,PER,292.3829
005070,2023-07-21,PSR,10.8382
005090,2023-07-21,PBR,0.4455
005090,2023-07-21,PCR,2.8143
005090,2023-07-21,PER,3.3922
005090,2023-07-21,PSR,0.1251
005110,2023-07-21,PBR,1.09
005110,2023-07-21,PCR,7.5422
005110,2023-07-21,PER,-6.3995
005110,2023-07-21,PSR,0.5138
005160,2023-07-21,PBR,0.6637
005160,2023-07-21,PCR,27.202
005160,2023-07-21,PER,-55.216
005160,2023-07-21,PSR,0.4461
005180,2023-07-21,PBR,0.7707
005180,2023-07-21,PCR,-67.822
005180,2023-07-21,PER,13.3589
005180,2023-07-21,PSR,0.3377
005250,2023-07-21,PBR,0.3437
005250,2023-07-21,PCR,28.5802
005250,2023-07-21,PER,66.5919
005250,2023-07-21,PSR,0.3304
005290,2023-07-21,PBR,2.8116
005290,2023-07-21,PCR,9.232
005290,2023-07-21,PER,12.3382
005290,2023-07-21,PSR,1.3542
005300,2023-07-21,PBR,0.8204
005300,2023-07-21,PCR,4.949
005300,2023-07-21,PER,9.2416
005300,2023-07-21,PSR,0.3971
005320,2023-07-21,PBR,0.5017
005320,2023-07-21,PCR,2.8313
005320,2023-07-21,PER,25.739
005320,2023-07-21,PSR,0.1757
005360,2023-07-21,PBR,0.584
005360,2023-07-21,PCR,-23.8033
005360,2023-07-21,PER,18.7542
005360,2023-07-21,PSR,0.4074
005380,2023-07-21,PBR,0.4615
005380,2023-07-21,PCR,4.9443
005380,2023-07-21,PER,4.3952
005380,2023-07-21,PSR,0.282
005390,2023-07-21,PBR,0.7621
005390,2023-07-21,PCR,2.0883
005390,2023-07-21,PER,3.2902
005390,2023-07-21,PSR,0.1834
005420,2023-07-21,PBR,5.4729
005420,2023-07-21,PCR,76.3254
005420,2023-07-21,PER,130.1211
005420,2023-07-21,PSR,2.6916
005430,2023-07-21,PBR,0.3897
005430,2023-07-21,PCR,3.146
005430,2023-07-21,PER,17.6903
005430,2023-07-21,PSR,0.2886
005440,2023-07-21,PBR,0.107
005440,2023-07-21,PCR,-4.0279
005440,2023-07-21,PER,1.847
005440,2023-07-21,PSR,0.0565
005490,2023-07-21,PBR,0.7875
005490,2023-07-21,PCR,7.8895
005490,2023-07-21,PER,18.6858
005490,2023-07-21,PSR,0.5628
005500,2023-07-21,PBR,1.2658
005500,2023-07-21,PCR,41.7
005500,2023-07-21,PER,12.5259
005500,2023-07-21,PSR,1.1628
005610,2023-07-21,PBR,1.596
005610,2023-07-21,PCR,6.0028
005610,2023-07-21,PER,11.0144
005610,2023-07-21,PSR,0.1735
005670,2023-07-21,PBR,0.516
005670,2023-07-21,PCR,4.6348
005670,2023-07-21,PER,10.451
005670,2023-07-21,PSR,0.2759
005680,2023-07-21,PBR,0.3487
005680,2023-07-21,PCR,8.2342
005680,2023-07-21,PER,10.0994
005680,2023-07-21,PSR,0.844
005690,2023-07-21,PBR,5.3813
005690,2023-07-21,PCR,69.6971
005690,2023-07-21,PER,51.4431
005690,2023-07-21,PSR,7.2504
005710,2023-07-21,PBR,0.2918
005710,2023-07-21,PCR,3.0625
005710,2023-07-21,PER,2.9744
005710,2023-07-21,PSR,0.1625
005720,2023-07-21,PBR,0.1062
005720,2023-07-21,PCR,2.9723
005720,2023-07-21,PER,14.4262
005720,2023-07-21,PSR,0.073
005740,2023-07-21,PBR,0.1709
005740,2023-07-21,PCR,2.2104
005740,2023-07-21,PER,44.0966
005740,2023-07-21,PSR,0.0891
005750,2023-07-21,PBR,0.3931
005750,2023-07-21,PCR,10.6357
005750,2023-07-21,PER,-22.0312
005750,2023-07-21,PSR,0.2514
005800,2023-07-21,PBR,0.2614
005800,2023-07-21,PCR,
005800,2023-07-21,PER,3.9846
005800,2023-07-21,PSR,0.4451
005810,2023-07-21,PBR,0.3939
005810,2023-07-21,PCR,28.7836
005810,2023-07-21,PER,5.3065
005810,2023-07-21,PSR,0.9384
005820,2023-07-21,PBR,0.3606
005820,2023-07-21,PCR,5.6939
005820,2023-07-21,PER,6.4056
005820,2023-07-21,PSR,0.635
005830,2023-07-21,PBR,0.7918
005830,2023-07-21,PCR,1.5362
005830,2023-07-21,PER,5.2872
005850,2023-07-21,PBR,1.0467
005850,2023-07-21,PCR,9.6529
005850,2023-07-21,PER,8.2105
005850,2023-07-21,PSR,0.3969
005860,2023-07-21,PBR,4.3867
005860,2023-07-21,PCR,-20.1503
005860,2023-07-21,PER,-17.3321
005860,2023-07-21,PSR,0.6001
005870,2023-07-21,PBR,0.6145
005870,2023-07-21,PCR,1.3023
005870,2023-07-21,PER,7.6483
005870,2023-07-21,PSR,0.3685
005880,2023-07-21,PBR,0.3274
005880,2023-07-21,PCR,1.5669
005880,2023-07-21,PER,4.5099
005880,2023-07-21,PSR,0.3782
005930,2023-07-21,PBR,1.21
005930,2023-07-21,PCR,7.2333
005930,2023-07-21,PER,9.1425
005930,2023-07-21,PSR,1.4562
005940,2023-07-21,PBR,0.4433
005940,2023-07-21,PCR,0.6855
005940,2023-07-21,PER,8.3628
005950,2023-07-21,PBR,1.513
005950,2023-07-21,PCR,-8.2549
005950,2023-07-21,PER,77.3475
005950,2023-07-21,PSR,0.2414
005960,2023-07-21,PBR,0.2551
005960,2023-07-21,PCR,-1.2849
005960,2023-07-21,PER,28.5712
005960,2023-07-21,PSR,0.0921
005990,2023-07-21,PBR,0.1773
005990,2023-07-21,PCR,2.5655
005990,2023-07-21,PER,4.9801
005990,2023-07-21,PSR,0.058
006040,2023-07-21,PBR,0.8864
006040,2023-07-21,PCR,4.7822
006040,2023-07-21,PER,7.0361
006040,2023-07-21,PSR,0.2221
006050,2023-07-21,PBR,1.03
006050,2023-07-21,PCR,-243.22
006050,2023-07-21,PER,25.6021
006050,2023-07-21,PSR,0.704
006060,2023-07-21,PBR,0.2881
006060,2023-07-21,PCR,1.32
006060,2023-07-21,PER,-25.3142
006060,2023-07-21,PSR,0.1087
006090,2023-07-21,PBR,0.3795
006090,2023-07-21,PCR,-8.0822
006090,2023-07-21,PER,5.7224
006090,2023-07-21,PSR,0.2096
006110,2023-07-21,PBR,11.1791
006110,2023-07-21,PCR,109.7665
006110,2023-07-21,PER,126.4207
006110,2023-07-21,PSR,5.973
006120,2023-07-21,PBR,0.1352
006120,2023-07-21,PCR,11.9662
006120,2023-07-21,PER,1.4174
006120,2023-07-21,PSR,0.0808
006140,2023-07-21,PBR,0.7734
006140,2023-07-21,PCR,-103.1667
006140,2023-07-21,PER,25.7917
006140,2023-07-21,PSR,0.5638
006200,2023-07-21,PBR,0.1642
006200,2023-07-21,PCR,-26.767
006200,2023-07-21,PER,2.7024
006200,2023-07-21,PSR,0.1825
006220,2023-07-21,PBR,0.6701
006220,2023-07-21,PCR,1.9796
006220,2023-07-21,PER,17.3014
006260,2023-07-21,PBR,0.5353
006260,2023-07-21,PCR,15.0007
006260,2023-07-21,PER,5.994
006260,2023-07-21,PSR,0.1437
006280,2023-07-21,PBR,0.8674
006280,2023-07-21,PCR,19.817
006280,2023-07-21,PER,45.7887
006280,2023-07-21,PSR,0.8161
006340,2023-07-21,PBR,0.8591
006340,2023-07-21,PCR,-30.5572
006340,2023-07-21,PER,61.1145
006340,2023-07-21,PSR,0.1427
006360,2023-07-21,PBR,0.2274
006360,2023-07-21,PCR,-50.0563
006360,2023-07-21,PER,2.7308
006360,2023-07-21,PSR,0.0913
006370,2023-07-21,PBR,0.596
006370,2023-07-21,PCR,-5.749
006370,2023-07-21,PER,-7.0757
006370,2023-07-21,PSR,1.8671
006380,2023-07-21,PBR,0.7512
006380,2023-07-21,PCR,-0.5229
006380,2023-07-21,PER,-0.1516
006380,2023-07-21,PSR,0.0832
006390,2023-07-21,PBR,0.9622
006390,2023-07-21,PCR,-23.4141
006390,2023-07-21,PER,7.126
006390,2023-07-21,PSR,0.6458
006400,2023-07-21,PBR,2.7679
006400,2023-07-21,PCR,19.8889
006400,2023-07-21,PER,22.0309
006400,2023-07-21,PSR,2.2013
006490,2023-07-21,PBR,2.4145
006490,2023-07-21,PCR,-58.3658
006490,2023-07-21,PER,-15.8074
006490,2023-07-21,PSR,1.9088
006570,2023-07-21,PBR,0.668
006570,2023-07-21,PCR,8.1161
006570,2023-07-21,PER,75.3637
006570,2023-07-21,PSR,0.3157
006580,2023-07-21,PBR,0.5901
006580,2023-07-21,PCR,8.3363
006580,2023-07-21,PER,-46.0689
006580,2023-07-21,PSR,0.6532
006620,2023-07-21,PBR,1.5666
006620,2023-07-21,PCR,13.6435
006620,2023-07-21,PER,25.5266
006620,2023-07-21,PSR,0.8067
006650,2023-07-21,PBR,0.454
006650,2023-07-21,PCR,44.6289
006650,2023-07-21,PER,-5.117
006650,2023-07-21,PSR,0.4208
006660,2023-07-21,PBR,0.3388
006660,2023-07-21,PCR,4.5795
006660,2023-07-21,PER,2.0021
006660,2023-07-21,PSR,0.7632
006730,2023-07-21,PBR,0.635
006730,2023-07-21,PCR,11.5677
006730,2023-07-21,PER,18.7654
006730,2023-07-21,PSR,3.5161
006740,2023-07-21,PBR,10.6977
006740,2023-07-21,PCR,90.8788
006740,2023-07-21,PER,228.6629
006740,2023-07-21,PSR,14.7065
006800,2023-07-21,PBR,0.3877
006800,2023-07-21,PCR,3.2543
006800,2023-07-21,PER,6.0462
006840,2023-07-21,PBR,0.2191
006840,2023-07-21,PCR,0.4505
006840,2023-07-21,PER,-102.0552
006840,2023-07-21,PSR,0.0677
006880,2023-07-21,PBR,1.2182
006880,2023-07-21,PCR,-9.0206
006880,2023-07-21,PER,1181.7
006880,2023-07-21,PSR,0.6174
006890,2023-07-21,PBR,1.1171
006890,2023-07-21,PCR,14.5154
006890,2023-07-21,PER,17.4494
006890,2023-07-21,PSR,2.6845
006910,2023-07-21,PBR,2.0894
006910,2023-07-21,PCR,-137.9415
006910,2023-07-21,PER,-20.3777
006910,2023-07-21,PSR,2.8555
006920,2023-07-21,PBR,1.4937
006920,2023-07-21,PCR,18.858
006920,2023-07-21,PER,9.6139
006920,2023-07-21,PSR,0.4973
006980,2023-07-21,PBR,0.404
006980,2023-07-21,PCR,-3.083
006980,2023-07-21,PER,169.5638
006980,2023-07-21,PSR,0.1063
007070,2023-07-21,PBR,0.5124
007070,2023-07-21,PCR,3.77
007070,2023-07-21,PER,37.3373
007070,2023-07-21,PSR,0.1983
007110,2023-07-21,PBR,1.8558
007110,2023-07-21,PCR,-18.7043
007110,2023-07-21,PER,37.4085
007110,2023-07-21,PSR,0.6397
007120,2023-07-21,PBR,0.5992
007120,2023-07-21,PCR,5.7106
007120,2023-07-21,PER,14.2764
007120,2023-07-21,PSR,2.6602
007160,2023-07-21,PBR,0.3163
007160,2023-07-21,PCR,-5.6734
007160,2023-07-21,PER,2.7462
007160,2023-07-21,PSR,0.3036
007210,2023-07-21,PBR,0.498
007210,2023-07-21,PCR,8.1673
007210,2023-07-21,PER,10.6001
007210,2023-07-21,PSR,0.2827
007280,2023-07-21,PBR,0.594
007280,2023-07-21,PCR,2.5744
007280,2023-07-21,PER,2.9327
007280,2023-07-21,PSR,0.1431
007310,2023-07-21,PBR,0.8304
007310,2023-07-21,PCR,16.1795
007310,2023-07-21,PER,5.7035
007310,2023-07-21,PSR,0.4509
007330,2023-07-21,PBR,0.4426
007330,2023-07-21,PCR,
007330,2023-07-21,PER,5.0295
007340,2023-07-21,PBR,0.8802
007340,2023-07-21,PCR,6.2951
007340,2023-07-21,PER,4.1923
007340,2023-07-21,PSR,0.2921
007370,2023-07-21,PBR,0.9546
007370,2023-07-21,PCR,11.7836
007370,2023-07-21,PER,5.3642
007370,2023-07-21,PSR,0.8874
007390,2023-07-21,PBR,
007390,2023-07-21,PCR,
007390,2023-07-21,PER,
007390,2023-07-21,PSR,
007460,2023-07-21,PBR,0.6518
007460,2023-07-21,PCR,-3.1772
007460,2023-07-21,PER,-3.492
007460,2023-07-21,PSR,3.2837
007530,2023-07-21,PBR,1.4583
007530,2023-07-21,PCR,9.4129
007530,2023-07-21,PER,28.2387
007530,2023-07-21,PSR,0.4076
007540,2023-07-21,PBR,0.4706
007540,2023-07-21,PCR,17.6515
007540,2023-07-21,PER,11.8129
007540,2023-07-21,PSR,0.411
007570,2023-07-21,PBR,1.1583
007570,2023-07-21,PCR,16.6152
007570,2023-07-21,PER,12.9888
007570,2023-07-21,PSR,0.865
007590,2023-07-21,PBR,0.588
007590,2023-07-21,PCR,-18.7311
007590,2023-07-21,PER,8.7412
007590,2023-07-21,PSR,0.5546
007610,2023-07-21,PBR,0.8675
007610,2023-07-21,PCR,-3.6735
007610,2023-07-21,PER,-2.5714
007610,2023-07-21,PSR,0.9695
007660,2023-07-21,PBR,11.0256
007660,2023-07-21,PCR,58.4428
007660,2023-07-21,PER,22.197
007660,2023-07-21,PSR,3.423
007680,2023-07-21,PBR,0.2422
007680,2023-07-21,PCR,-5.4385
007680,2023-07-21,PER,5.3701
007680,2023-07-21,PSR,0.2254
007690,2023-07-21,PBR,0.5427
007690,2023-07-21,PCR,3.0759
007690,2023-07-21,PER,9.1859
007690,2023-07-21,PSR,0.3088
007700,2023-07-21,PBR,0.2487
007700,2023-07-21,PCR,2.0504
007700,2023-07-21,PER,1.566
007700,2023-07-21,PSR,0.3698
007720,2023-07-21,PBR,0.5842
007720,2023-07-21,PCR,-3.9576
007720,2023-07-21,PER,-6.164
007720,2023-07-21,PSR,0.3915
007770,2023-07-21,PBR,0.7615
007770,2023-07-21,PCR,19.5721
007770,2023-07-21,PER,50.0175
007770,2023-07-21,PSR,0.5908
007810,2023-07-21,PBR,0.6086
007810,2023-07-21,PCR,3.6291
007810,2023-07-21,PER,9.968
007810,2023-07-21,PSR,0.2946
007820,2023-07-21,PBR,1.6813
007820,2023-07-21,PCR,18.6348
007820,2023-07-21,PER,90.3069
007820,2023-07-21,PSR,0.8781
007860,2023-07-21,PBR,0.2084
007860,2023-07-21,PCR,0.6767
007860,2023-07-21,PER,1.6559
007860,2023-07-21,PSR,0.0627
007980,2023-07-21,PBR,0.4149
007980,2023-07-21,PCR,1.7948
007980,2023-07-21,PER,2.6709
007980,2023-07-21,PSR,0.0744
008040,2023-07-21,PBR,0.7126
008040,2023-07-21,PCR,-3.5919
008040,2023-07-21,PER,-320.398
008040,2023-07-21,PSR,0.235
008060,2023-07-21,PBR,0.1556
008060,2023-07-21,PCR,0.6851
008060,2023-07-21,PER,2.018
008060,2023-07-21,PSR,0.1472
008110,2023-07-21,PBR,0.2711
008110,2023-07-21,PCR,3.8921
008110,2023-07-21,PER,6.1035
008110,2023-07-21,PSR,1.2974
008250,2023-07-21,PBR,0.3956
008250,2023-07-21,PCR,-17.0222
008250,2023-07-21,PER,136.1778
008250,2023-07-21,PSR,0.2529
008260,2023-07-21,PBR,1.1518
008260,2023-07-21,PCR,3.6657
008260,2023-07-21,PER,3.8918
008260,2023-07-21,PSR,0.5363
008290,2023-07-21,PBR,2.2208
008290,2023-07-21,PCR,-19.2555
008290,2023-07-21,PER,-11.7672
008290,2023-07-21,PSR,1.2798
008350,2023-07-21,PBR,1.1064
008350,2023-07-21,PCR,94.2277
008350,2023-07-21,PER,18.1207
008350,2023-07-21,PSR,1.2215
008370,2023-07-21,PBR,0.6167
008370,2023-07-21,PCR,3.3731
008370,2023-07-21,PER,6.0483
008370,2023-07-21,PSR,0.6488
008420,2023-07-21,PBR,0.4272
008420,2023-07-21,PCR,12.0193
008420,2023-07-21,PER,2.7125
008420,2023-07-21,PSR,0.3766
008470,2023-07-21,PBR,
008470,2023-07-21,PCR,
008470,2023-07-21,PER,
008470,2023-07-21,PSR,
008490,2023-07-21,PBR,0.6954
008490,2023-07-21,PCR,9.4853
008490,2023-07-21,PER,10.0043
008490,2023-07-21,PSR,0.5254
008500,2023-07-21,PBR,1.7591
008500,2023-07-21,PCR,-2.5377
008500,2023-07-21,PER,-1.935
008500,2023-07-21,PSR,0.5177
008600,2023-07-21,PBR,0.3453
008600,2023-07-21,PCR,
008600,2023-07-21,PER,-2.3728
008600,2023-07-21,PSR,0.1547
008700,2023-07-21,PBR,1.5654
008700,2023-07-21,PCR,3.0189
008700,2023-07-21,PER,16.0093
008700,2023-07-21,PSR,0.3376
008730,2023-07-21,PBR,2.7828
008730,2023-07-21,PCR,-68.3378
008730,2023-07-21,PER,-401.113
008730,2023-07-21,PSR,1.8778
008770,2023-07-21,PBR,4.7398
008770,2023-07-21,PCR,10.9612
008770,2023-07-21,PER,261.5318
008770,2023-07-21,PSR,0.611
008830,2023-07-21,PBR,0.7074
008830,2023-07-21,PCR,12.6044
008830,2023-07-21,PER,14.3551
008830,2023-07-21,PSR,0.1966
008870,2023-07-21,PBR,0.6143
008870,2023-07-21,PCR,17.6875
008870,2023-07-21,PER,-4.0047
008870,2023-07-21,PSR,0.3467
008930,2023-07-21,PBR,3.2273
008930,2023-07-21,PCR,111.7648
008930,2023-07-21,PER,29.8229
008930,2023-07-21,PSR,2.1624
008970,2023-07-21,PBR,1.319
008970,2023-07-21,PCR,30.1282
008970,2023-07-21,PER,228.974
008970,2023-07-21,PSR,0.4311
009070,2023-07-21,PBR,0.4714
009070,2023-07-21,PCR,1.7076
009070,2023-07-21,PER,4.3804
009070,2023-07-21,PSR,0.1327
009140,2023-07-21,PBR,0.5965
009140,2023-07-21,PCR,9.5397
009140,2023-07-21,PER,9.7782
009140,2023-07-21,PSR,1.9267
009150,2023-07-21,PBR,1.4567
009150,2023-07-21,PCR,6.9455
009150,2023-07-21,PER,14.1575
009150,2023-07-21,PSR,1.2664
009160,2023-07-21,PBR,0.5219
009160,2023-07-21,PCR,-7.5599
009160,2023-07-21,PER,7.2624
009160,2023-07-21,PSR,0.5252
009180,2023-07-21,PBR,0.6974
009180,2023-07-21,PCR,1.5757
009180,2023-07-21,PER,3.3734
009180,2023-07-21,PSR,0.0769
009190,2023-07-21,PBR,
009190,2023-07-21,PCR,
009190,2023-07-21,PER,
009190,2023-07-21,PSR,
009200,2023-07-21,PBR,0.1459
009200,2023-07-21,PCR,-26.0606
009200,2023-07-21,PER,2.3467
009200,2023-07-21,PSR,0.0678
009240,2023-07-21,PBR,2.3244
009240,2023-07-21,PCR,35.0114
009240,2023-07-21,PER,-10.9939
009240,2023-07-21,PSR,0.5852
009270,2023-07-21,PBR,0.5859
009270,2023-07-21,PCR,71.1626
009270,2023-07-21,PER,8.5575
009270,2023-07-21,PSR,0.1469
009290,2023-07-21,PBR,0.6297
009290,2023-07-21,PCR,5.4584
009290,2023-07-21,PER,10.3268
009290,2023-07-21,PSR,0.233
009300,2023-07-21,PBR,0.6193
009300,2023-07-21,PCR,6.3085
009300,2023-07-21,PER,7.1632
009300,2023-07-21,PSR,1.2733
009310,2023-07-21,PBR,0.3989
009310,2023-07-21,PCR,-7.5687
009310,2023-07-21,PER,-41.2072
009310,2023-07-21,PSR,0.203
009320,2023-07-21,PBR,2.5907
009320,2023-07-21,PCR,17.3693
009320,2023-07-21,PER,-9.2078
009320,2023-07-21,PSR,0.7493
009410,2023-07-21,PBR,0.1944
009410,2023-07-21,PCR,-0.795
009410,2023-07-21,PER,2.2362
009410,2023-07-21,PSR,0.0522
009420,2023-07-21,PBR,7.5739
009420,2023-07-21,PCR,66.816
009420,2023-07-21,PER,-1209.37
009420,2023-07-21,PSR,10.5346
009440,2023-07-21,PBR,0.3348
009440,2023-07-21,PCR,-0.841
009440,2023-07-21,PER,-4.1964
009440,2023-07-21,PSR,0.109
009450,2023-07-21,PBR,1.5247
009450,2023-07-21,PCR,9.3101
009450,2023-07-21,PER,12.0291
009450,2023-07-21,PSR,0.6805
009460,2023-07-21,PBR,0.6918
009460,2023-07-21,PCR,-13.1687
009460,2023-07-21,PER,-6.4155
009460,2023-07-21,PSR,0.3354
009470,2023-07-21,PBR,1.4996
009470,2023-07-21,PCR,5.5292
009470,2023-07-21,PER,13.5519
009470,2023-07-21,PSR,0.6047
009520,2023-07-21,PBR,12.1917
009520,2023-07-21,PCR,-435.9469
009520,2023-07-21,PER,634.1045
009520,2023-07-21,PSR,4.2082
009540,2023-07-21,PBR,0.7207
009540,2023-07-21,PCR,7.3673
009540,2023-07-21,PER,-57.7505
009540,2023-07-21,PSR,0.487
009580,2023-07-21,PBR,0.3415
009580,2023-07-21,PCR,-24.3305
009580,2023-07-21,PER,4.782
009580,2023-07-21,PSR,0.2724
009620,2023-07-21,PBR,0.9025
009620,2023-07-21,PCR,1.9649
009620,2023-07-21,PER,-4.3932
009620,2023-07-21,PSR,0.1038
009680,2023-07-21,PBR,0.6921
009680,2023-07-21,PCR,8.95
009680,2023-07-21,PER,15.879
009680,2023-07-21,PSR,1.2446
009730,2023-07-21,PBR,5.6332
009730,2023-07-21,PCR,-18.0965
009730,2023-07-21,PER,42.58
009730,2023-07-21,PSR,1.9996
009770,2023-07-21,PBR,0.3154
009770,2023-07-21,PCR,3.75
009770,2023-07-21,PER,8.8815
009770,2023-07-21,PSR,0.3715
009780,2023-07-21,PBR,0.8119
009780,2023-07-21,PCR,-15.4064
009780,2023-07-21,PER,5.7774
009780,2023-07-21,PSR,0.5079
009810,2023-07-21,PBR,0.5503
009810,2023-07-21,PCR,22.3513
009810,2023-07-21,PER,-21.8191
009810,2023-07-21,PSR,0.5381
009830,2023-07-21,PBR,0.7984
009830,2023-07-21,PCR,9.3692
009830,2023-07-21,PER,19.1498
009830,2023-07-21,PSR,0.5458
009900,2023-07-21,PBR,2.8103
009900,2023-07-21,PCR,10.296
009900,2023-07-21,PER,10.2189
009900,2023-07-21,PSR,0.6681
009970,2023-07-21,PBR,0.2661
009970,2023-07-21,PCR,1.7168
009970,2023-07-21,PER,1.1073
009970,2023-07-21,PSR,0.2243
010040,2023-07-21,PBR,0.5843
010040,2023-07-21,PCR,44.8317
010040,2023-07-21,PER,672.475
010040,2023-07-21,PSR,0.35
010050,2023-07-21,PBR,0.9719
010050,2023-07-21,PCR,-4.8147
010050,2023-07-21,PER,7.9742
010060,2023-07-21,PBR,0.5251
010060,2023-07-21,PCR,2.1462
010060,2023-07-21,PER,1.9744
010060,2023-07-21,PSR,0.3909
010100,2023-07-21,PBR,0.4621
010100,2023-07-21,PCR,5.7489
010100,2023-07-21,PER,3.7045
010100,2023-07-21,PSR,0.0968
010120,2023-07-21,PBR,1.7322
010120,2023-07-21,PCR,-16.6045
010120,2023-07-21,PER,24.6765
